"N.Registro";"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Posada Real";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"49/000186";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"PEDRAZALES RURAL 3";"Barrio de Abajo s/n";"49361";"Zamora";"Galende";"PEDRAZALES";"PEDRAZALES";"686725264";"";"";"info@pedrazalesrural.es";"www.pedrazalesrural.es";"";"";"";"3";"-6,668497";"42,115144";"Si";
"24/000430";"Hotel Rural";"3ª - 3 Estrellas";"CASA EL CURA";"Calle LA CARRETERA 13";"24343";"León";"Burgo Ranero (El)";"CALZADILLA DE LOS HERMANILLOS";"CALZADILLA DE LOS HERMANILLOS";"987337647";"";"";"reservascasaelcura@yahoo.es";"www.lacasaelcura.com";"";"";"";"17";"-5,157398";"42,434728";"Si";
"42/000212";"Hotel Rural";"3ª - 3 Estrellas";"LAS OLLERIAS";"Calle SAN MARTIN S/N";"42126";"Soria";"Deza";"DEZA";"DEZA";"976843070";"639387005";"";"";"www.lasollerias-deza.com";"";"";"";"24";"-2,019972";"41,461136";"Si";
"42/000213";"Casa Rural de Alojamiento Compartido";"4ª - 4 Estrellas";"LA ANTIGUA FONDA";"Plaza DE LA ESTACION 4";"42240";"Soria";"Medinaceli";"MEDINACELI";"CENTRO";"975700304";"654580119";"";"contacto@laantiguafonda.com";"";"";"";"";"10";"-2,4221611";"41,1655028";"";
"05/000679";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"PEÑA CABALLERA";"Calle COSTANILLA DEL SANTO 8";"05320";"Ávila";"Cardeñosa";"CARDEÑOSA";"CARDEÑOSA";"625587633";"920216189";"";"";"";"";"";"";"2";"-4,7455615";"40,7419519";"";
"05/000680";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"ANTIGUO AYUNTAMIENTO";"Calle SOLANILLA 4";"05131";"Ávila";"Mengamuñoz";"MENGAMUÑOZ";"MENGAMUÑOZ";"920206204";"685886664";"";"";"www.casasgredos.com";"";"";"";"10";"-4,99923";"40,500841";"Si";
"09/000317";"Hotel Rural";"2ª - 2 Estrellas";"ANA MARI";"Calle San Lorenzo 46";"09556";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"CIGUENZA";"CIGUENZA";"947131528";"699054010";"";"info@anamari.org";"www.anamari.org";"";"";"";"22";"-3,5997361";"42,9411403";"";
"24/000431";"Casa Rural de Alquiler";"1ª - 1 Estrella";"LA FUENTE";"Calle LA BRAÑA S/N";"24497";"León";"Palacios del Sil";"TEJEDO DEL SIL";"TEJEDO DEL SIL";"680871508";"647589895";"";"";"www.casaruralelsil.com";"";"";"";"8";"-6,4215975";"42,8798337";"Si";
"37/000444";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"EL ZAHORÍ DE PINEDAS";"Calle LA IGLESIA 9";"37712";"Salamanca";"Pinedas";"PINEDAS";"PINEDAS";"923330431";"660315296";"";"info@elzahoridepinedas.com";"www.elzahoridepinedas.com";"";"";"";"6";"-5,9601137";"40,4449401";"";
"05/000682";"Casa Rural";"2ª - 2 Estrellas";"CAÑO DEL SANTO";"Calle COSTANILLA DEL SANTO S/N";"05320";"Ávila";"Cardeñosa";"CARDEÑOSA";"CARDEÑOSA";"920049221";"630486677";"";"";"www.elcanodelsanto@yahoo.es";"";"";"";"12";"-4,7455615";"40,7419519";"";
"42/000215";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"CASA DE LA MARTINA";"Calle CONSTITUCION 34";"42155";"Soria";"Molinos de Duero";"MOLINOS DE DUERO";"MOLINOS DE DUERO";"686557709";"";"";"casadelamartina@gmail.com";"www.casadelamartina.com";"";"";"";"6";"-2,7876743";"41,8848038";"";
"05/000687";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASA QUIMERA DE ARAVALLE";"Calle FUENTE 45";"05693";"Ávila";"Gil García";"GIL GARCIA";"GIL GARCIA";"920345124";"619481684";"";"info@aravalles.com";"www.aravalle.com";"";"";"";"2";"-5,589067";"40,3076613";"";
"05/000688";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASA ENSUEÑO DE ARAVALLE";"Calle FUENTE 43";"05693";"Ávila";"Gil García";"GIL GARCIA";"GIL GARCIA";"920345124";"619481684";"";"info@aravalle.com";"www.aravalle.com";"";"";"";"2";"-5,589067";"40,3076613";"";
"05/000689";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL PILON";"Calle LA CUESTA 3";"05693";"Ávila";"Umbrías";"UMBRIAS";"UMBRIAS";"920342801";"616337243";"";"galillas@yahoo.es";"www.lafuenteyelpilon.com";"";"";"";"2";"-5,5779774";"40,3130774";"";
"40/000281";"Casa Rural";"4ª - 4 Estrellas";"EL PORTON-PORCHE";"Calle  EGIDO 21";"40163";"Segovia";"Matabuena";"CAÑICOSA";"CAÑICOSA";"676467319";"608051390";"";"reservas@portonsegoviano.com";"www.portonsegoviano.com";"";"";"";"6";"-3,7683361";"41,1048919";"Si";
"40/000282";"Casa Rural";"4ª - 4 Estrellas";"EL PORTON-PATIO";"Calle  EGIDO 21";"40163";"Segovia";"Matabuena";"CAÑICOSA";"CAÑICOSA";"676467319";"608051390";"";"reservas@portonsegoviano.com";"www.portonsegoviano.com";"";"";"";"4";"-3,7683333";"41,1047222";"Si";
"34/000237";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALCABADO";"Calle C/ LA IGLESIA, Nº 5";"34117";"Palencia";"Saldaña";"VALCABADILLO";"VALCABADILLO";"687812424";"617477078";"";"ju_montero@hotmail.com";"";"";"";"";"3";"-4,6990048";"42,5806859";"";
"09/000326";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"EL  ESQUILADOR";"Calle Capitán Rueda, 8";"09593";"Burgos";"Oña";"TERMINON";"TERMINON";"947300109";"699162350";"";"eduardoelesquilador@hotmail.com";"";"";"";"";"5";"-3,3279288";"42,7141694";"";
"42/000216";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"ARREN DE LA FUENTONA";"Calle FUENTONA 5";"42190";"Soria";"Soria";"PEDRAJAS";"PEDRAJAS";"634630259";"";"";"arrendelafuentona@gmail.com";"www.arrendelafuentona.com";"";"";"";"5";"-2,5776";"41,825895";"";
"47/000142";"Casa Rural";"4ª - 4 Estrellas";"EL CORRALÓN";"Calle TRAS LA IGLESIA 7";"47360";"Valladolid";"Quintanilla de Arriba";"QUINTANILLA DE ARRIBA";"QUINTANILLA DE ARRIBA";"678051308";"";"";"casasruralesquintanilla@gmail.com";"";"";"";"";"7";"-4,2167987";"41,6199771";"Si";
"47/000143";"Hotel Rural";"4ª - 4 Estrellas";"PAGO DE TRASCASAS";"Calle PONIENTE 16";"47290";"Valladolid";"Cubillas de Santa Marta";"CUBILLAS DE SANTA MARTA";"CUBILLAS DE SANTA MARTA";"983585006";"615052287";"";"enoturismo@bodega-santamaria.com";"complejoenoturisticosantamaria.com";"";"";"";"16";"-4,6164472";"41,8340653";"";
"05/000691";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"LA FONTE";"Calle CONCENTRACION PARCELARIA 16";"05310";"Ávila";"Fontiveros";"FONTIVEROS";"FONTIVEROS";"636037955";"";"";"casarurallafonte@hotmail.com";"";"";"";"";"7";"-4,9613889";"40,9252778";"";
"05/000692";"Hotel Rural";"3ª - 3 Estrellas";"EL RETIRO DE SAN PEDRO";"Camino CRUZ MALPALO 83";"05400";"Ávila";"Arenas de San Pedro";"ARENAS DE SAN PEDRO";"ARENAS DE SAN PEDRO";"659260596";"";"";"info@retirodesanpedro.es";"www.elretirodesanpedro.es";"";"";"";"20";"-5,1424667";"40,3654722";"Si";
"05/000693";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"FANTASIA EN GREDOS";"Calle ARRIBA 3";"05631";"Ávila";"San Juan de Gredos";"SAN BARTOLOME DE TORMES";"SAN BARTOLOME DE TORMES";"625284920";"";"";"rural1960@outlook.com";"";"";"";"";"2";"-5,2796821";"40,3691704";"Si";
"37/000447";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LA ABADIA GALICAN";"Calle DE LA FUENTE 2";"37150";"Salamanca";"Villaseco de los Reyes";"GEJO DE LOS REYES";"GEJO DE LOS REYES";"923361483";"629888833";"";"info@galicancasarural.com";"";"";"";"";"10";"-6,1149869";"41,0357457";"";
"37/000448";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA CASONA DE LAS ARRIBES";"Calle ERAS sn";"37250";"Salamanca";"Aldeadávila de la Ribera";"ALDEADAVILA DE LA RIBERA";"ALDEADAVILA DE LA RIBERA";"923505039";"658973877";"";"joseelpaza@laviñavitigudino.com";"www.lacasonadelasarribes.com";"";"";"";"10";"-6,61749";"41,217378";"Si";
"37/000451";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA CHARCA";"Paseo ESTACION 10";"37780";"Salamanca";"Maya (La)";"MAYA (LA)";"MAYA (LA)";"686263331";"";"";"domingoclavero@gmail.com";"www.casarurallacharca.com";"";"";"";"6";"-5,6137181";"40,6878253";"";
"24/000434";"Casa Rural de Alojamiento Compartido";"1ª - 1 Estrella";"REYES";"Plaza VICTOR DE FELIPE 2";"24980";"León";"Crémenes";"CREMENES";"CREMENES";"987711077";"";"";"";"";"";"";"";"6";"-5,1431235";"42,9036525";"";
"24/000435";"Posada";"4ª - 4 Estrellas";"CASA DE TEPA";"Calle SANTIAGO 2";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987603299";"";"";"CASADETEPA@CASADETEPA.COM";"WWW.CASADETEPA.COM";"";"";"Si";"18";"-6,0552939";"42,4563976";"";
"42/000219";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"NACIMIENTO DEL RIO ALHAMA";"Calle HOYO, 10";"42189";"Soria";"Suellacabras";"SUELLACABRAS";"SUELLACABRAS";"975180518";"620658013";"";"";"www.nacimientodelrioalhama.com";"";"";"";"6";"-2,2240137";"41,8527117";"Si";
"09/000327";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"EL PAJAR";"Calle SAN LORENZO 6";"09213";"Burgos";"Valle de Tobalina";"QUINTANA MARIA";"QUINTANA MARIA";"677231998";"";"";"quintanamariarural@gmail.com";"www.clubrural.net/El Pajar";"";"";"";"4";"-3,3202694";"42,7880694";"";
"24/000436";"Hotel Rural";"1ª - 1 Estrella";"LA CAMPANONA";"Carretera  ALTO LA COLLADA-GUARDO, KM. 8,900";"24112";"León";"Villablino";"VILLAGER DE LACIANA";"VILLAGER DE LACIANA";"987470744";"";"";"info@lacampanona.com";"www.lacampanona.com";"";"";"";"12";"-6,349923";"42,945958";"Si";
"05/000696";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LAS HAZANAS";"Plaza PLAZA MAYOR, 4";"05296";"Ávila";"Adanero";"ADANERO";"ADANERO";"655099974";"670919228";"";"lashazanas@lashazanas.com";"www.lashazanas.com";"";"";"";"8";"-4,6033331";"40,9438881";"";
"05/000697";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"CASA SAMUEL PARACA";"Calle  MERCADILLO 4";"05417";"Ávila";"Guisando";"GUISANDO";"GUISANDO";"680108876";"";"";"anagarciasegarra@live.com";"www.casaruralsamuelparaca.com";"";"";"";"6";"-5,139722";"40,22243";"Si";
"05/000698";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"RIO ADAJA";"Avenida  JOSE ANTONIO 3  1";"05197";"Ávila";"Fresno (El)";"FRESNO (EL)";"FRESNO (EL)";"615119848";"920269918";"";"toninpacho@hotmail.com";"";"";"";"";"6";"-4,7567381";"40,6141454";"Si";
"05/000699";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA FUENTE";"Calle LA CUESTA 3";"05693";"Ávila";"Umbrías";"UMBRIAS";"UMBRIAS";"616337243";"920342801";"";"galillas@yahoo.es";"www.lafuenteyelpilon.com";"";"";"";"2";"-5,5779774";"40,3130774";"";
"40/000286";"Casa Rural de Alojamiento Compartido";"4ª - 4 Estrellas";"EL PLANETA ESCONDIDO";"Plaza MAYOR 6";"40192";"Segovia";"Torreiglesias";"LOSANA DE PIRON";"LOSANA DE PIRON";"921404184";"696454774";"";"maria@elplanetaescondido.com";"www.elplanetaescondido.com";"";"";"";"8";"-4,0228303";"41,0682628";"Si";
"05/000701";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASA PILAR";"Paraje PARCELA 72-POLIGONO 9, LA REGUERA";"05113";"Ávila";"Burgohondo";"BURGOHONDO";"BURGOHONDO";"619694204";"";"";"";"";"";"";"";"8";"-4,7853033";"40,4135077";"";
"09/000329";"Casa Rural";"4ª - 4 Estrellas";"FORTALEZA";"Calle Principal, 31";"09192";"Burgos";"Orbaneja Riopico";"ORBANEJA-RIOPICO";"ORBANEJA-RIOPICO";"678116570";"947225354";"";"correo@casaruralfortaleza.com";"www.casaruralfortaleza.com";"";"";"";"12";"-3,582706";"42,360308";"";
"05/000702";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"EL MIRADOR DEL VILLAR - FUENTE BUENA";"Calle SAN ISIDRO 18";"05148";"Ávila";"Cabezas del Villar";"CABEZAS DEL VILLAR";"CABEZAS DEL VILLAR";"920234300";"626594745";"608623855";"info@elmiradordelvillar.com";"www.elmiradordelvillar.com";"";"";"";"6";"-5,2087535";"40,7157958";"Si";
"05/000703";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"EL MIRADOR DEL VILLAR - LOS ENCINARES";"Calle SAN ISIDRO 20";"05148";"Ávila";"Cabezas del Villar";"CABEZAS DEL VILLAR";"CABEZAS DEL VILLAR";"920234300";"626594745";"608623855";"info@elmiradordelvillar.com";"www.elmiradordelvillar.com";"";"";"";"6";"-5,2087535";"40,7157958";"Si";
"40/000287";"Casa Rural";"4ª - 4 Estrellas";"LA VEGA";"Travesía LA PAJA 6";"40181";"Segovia";"Turégano";"CUESTA (LA)";"CUESTA (LA)";"639829510";"";"921443324";"lmg425@hotmail.com";"";"";"";"";"10";"-3,9968603";"41,1150169";"";
"09/000331";"Hotel Rural";"3ª - 3 Estrellas";"DON BALDOMERO";"Calle Trascasa, 13";"09549";"Burgos";"Trespaderne";"CADIÑANOS";"CADIÑANOS";"947303564";"615957164";"";"kunicio_baldomero@hotmail.com";"www.don-baldomero.com";"";"";"";"12";"-3,3497088";"42,8299103";"";
"09/000332";"Casa Rural";"4ª - 4 Estrellas";"EL ABRIGAÑO";"Ronda Los Huertos 54";"09390";"Burgos";"Villalmanzo";"VILLALMANZO";"VILLALMANZO";"947170482";"";"";"info@casaruralelabrigano.com";"www.casaruralelabrigano.com";"";"";"";"12";"-3,744119";"42,046473";"Si";
"09/000333";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALDELATEJA";"Calle Ricardo de la Torriente s/n";"09145";"Burgos";"Valle de Sedano";"VALDELATEJA";"VALDELATEJA";"947203293";"620537098";"";"mcgonpe@gmail.com";"";"";"";"";"3";"-3,7698336";"42,7747044";"";
"05/000704";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL RINCÓN DE PAJARES I";"Calle POCAPENA 77";"05214";"Ávila";"Pajares de Adaja";"PAJARES DE ADAJA";"PAJARES DE ADAJA";"639438803";"649324058";"";"elrincondepajares@gmail";"";"";"";"";"10";"-4,640844";"40,925543";"Si";
"05/000705";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL RINCÓN DE PAJARES II";"Calle POCAPENA 75";"05214";"Ávila";"Pajares de Adaja";"PAJARES DE ADAJA";"PAJARES DE ADAJA";"639438803";"920208506";"649324058";"elrincondepajares@gmail.com";"";"";"";"";"10";"-4,640835";"40,925659";"Si";
"37/000452";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LA BATIPUERTA DE CANDELARIO II";"Calle LOS CANTOS 2";"37710";"Salamanca";"Candelario";"CANDELARIO";"CANDELARIO";"653176955";"923413423";"";"info@labatipuerta.com";"www.labatipuerta.com";"";"";"";"4";"";"";"";
"37/000453";"Casa Rural";"3ª - 3 Estrellas";"RUTA DE LA FRONTERA";"Calle CONSTITUCION 4";"37550";"Salamanca";"Campillo de Azaba";"CAMPILLO DE AZABA";"CAMPILLO DE AZABA";"923488665";"646974650";"";"";"";"";"";"";"10";"-6,6893266";"40,5127433";"";
"42/000222";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL CHATILLO";"Calle TRASPALOMAR 5";"42194";"Soria";"Blacos";"BLACOS";"BLACOS";"975226612";"677434040";"";"capi343@hotmail.com";"www.elchatillo.es";"";"";"";"5";"-2,8583852";"41,6809621";"";
"37/000454";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LOS OLIVOS";"Carretera DE BEJAR, 22 22";"37657";"Salamanca";"Sotoserrano";"SOTOSERRANO";"SOTOSERRANO";"923083374";"679775927";"628348095";"";"www.casarurallosolivos.es";"";"";"";"6";"-6,0148567";"40,4258988";"Si";
"37/000455";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA FUENTE DE LA COVATILLA";"Calle C/ DE LA FUENTE, 20";"37716";"Salamanca";"Hoya (La)";"HOYA (LA)";"HOYA (LA)";"626094558";"";"";"lafuentedelacovatilla@gmail.com";"www.lafuentedelacovatilla.com";"";"";"";"8";"-5,698245";"40,4068418";"";
"05/000706";"Hotel Rural";"4ª - 4 Estrellas";"EL LINAJE DE LOS CINCO SOMBREROS";"Calle NUEVA 12";"05289";"Ávila";"Tolbaños";"GALLEGOS DE SAN VICENTE";"GALLEGOS DE SAN VICENTE";"920081592";"653787706";"625090912";"reservas@cincosombreros.com";"www.cincosombreros.com";"";"";"";"10";"-4,609657";"40,723959";"";
"40/000288";"Casa Rural";"2ª - 2 Estrellas";"LOS ABUELOS";"Calle  NORTE 7";"40190";"Segovia";"Bernuy de Porreros";"BERNUY DE PORREROS";"BERNUY DE PORREROS";"610419987";"921400085";"";"casarural@elchoricero.com";"";"";"";"";"6";"-4,1277853";"40,9823066";"";
"42/000224";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"MIRADOR SIERRA DEL MADERO";"Calle DEL MEDIO 14";"42113";"Soria";"Trévago";"TREVAGO";"TREVAGO";"639854321";"";"";"sierradelmadero@hotmail.com";"www.miradorsierradelmadero";"";"";"";"9";"-2,1030415";"41,8735033";"";
"37/000456";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"EL RINCON DE CASTILLA 1";"Carretera  NACIONAL GIJON-SEVILLA, Nº 27";"37720";"Salamanca";"Puerto de Béjar";"PUERTO DE BEJAR";"PUERTO DE BEJAR";"923402452";"";"";"info@elrincondecastilla.es";"www.elrincondecastilla.es";"";"";"";"8";"-5,8387684";"40,3495996";"";
"37/000457";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"EL RINCON DE CASTILLA 2";"Carretera NACIONAL GIJON-SEVILLA, Nº20";"37720";"Salamanca";"Puerto de Béjar";"PUERTO DE BEJAR";"PUERTO DE BEJAR";"609378665";"923402452";"";"info@elrincondecastilla.es";"www.elrincondecastilla.es";"";"";"";"8";"-5,8387684";"40,3495996";"";
"37/000458";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"EL RINCON DE CASTILLA 7";"Carretera  NACIONAL GIJON-SEVILLA, Nº20 D";"37720";"Salamanca";"Puerto de Béjar";"PUERTO DE BEJAR";"PUERTO DE BEJAR";"923402452";"";"";"info@elrincondecastilla.es";"www.elrincondecastilla.es";"";"";"";"2";"-5,8387684";"40,3495996";"";
"09/000334";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASTRO";"Calle San Martín 8";"09612";"Burgos";"Salas de los Infantes";"CASTROVIDO";"CASTROVIDO";"666819236";"";"";"casaruralcastro@gmail.com";"";"";"";"";"6";"-3,271997";"42,040015";"";
"05/000707";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"EL DESCANSO II";"Calle JOSE ANTONIO 19";"05147";"Ávila";"Gallegos de Sobrinos";"GALLEGOS DE SOBRINOS";"GALLEGOS DE SOBRINOS";"617657791";"";"";"casaruralgallegosdesobrinos@yahoo.es";"";"";"";"";"4";"-5,1119709";"40,7163794";"";
"37/000459";"Hotel Rural";"5ª - 5 Estrellas";"EL SAYAL";"Calle PRIOR, 2";"37150";"Salamanca";"Villaseco de los Reyes";"VILLASECO DE LOS REYES";"VILLASECO DE LOS REYES";"923089984";"650382548";"";"";"";"";"";"";"27";"-6,1853668";"41,1620757";"Si";
"05/000708";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"ATARDECER EN GREDOS 1";"Calle RINCÓN 5";"05631";"Ávila";"San Juan de Gredos";"SAN BARTOLOME DE TORMES";"SAN BARTOLOME DE TORMES";"615669033";"";"";"";"";"";"";"";"2";"-5,2832359";"40,3714845";"Si";
"05/000709";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"ATARDECER EN GREDOS 2";"Calle Rincón 3";"05631";"Ávila";"San Juan de Gredos";"SAN BARTOLOME DE TORMES";"SAN BARTOLOME DE TORMES";"615669033";"615669033";"";"";"";"";"";"";"4";"-5,2832359";"40,3714845";"";
"42/000226";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LOS JUNCARES";"Carretera DE SORIA 2";"42180";"Soria";"Almajano";"ALMAJANO";"ALMAJANO";"975251022";"619518888";"";"casaruralloslinares@yahoo.es";"www.casaloslinares.com";"";"";"";"10";"-2,3404441";"41,8491811";"";
"40/000289";"Casa Rural";"4ª - 4 Estrellas";"LA CASERIA I";"Calle LA BODEGA 15";"40250";"Segovia";"Mozoncillo";"MOZONCILLO";"MOZONCILLO";"921572047";"649067666";"";"info@lacaseriarural.es";"www.lacaseriarural.es";"";"";"";"6";"-4,1876786";"41,1443817";"";
"05/000710";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASA JULIA 1";"Calle PILON DE LUIS 46  1 IZDA";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"BARRACO (EL)";"920281092";"654654308";"";"";"";"";"";"";"4";"-4,6416856";"40,4770789";"";
"05/000711";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASA JULIA 2";"Calle PILON DE LUIS 46";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"BARRACO (EL)";"920 281092";"654654308";"";"";"";"";"";"";"2";"-4,6416856";"40,4770789";"";
"05/000712";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA CASITA DE PEÑANEGRA";"Calle MAYOR 1";"05514";"Ávila";"San Miguel de Corneja";"SAN MIGUEL DE CORNEJA";"SAN MIGUEL DE CORNEJA";"655548827";"";"";"casarurallacasita@hotmail.com";"";"";"";"";"10";"-5,2855895";"40,4871225";"";
"24/000438";"Hotel Rural";"1ª - 1 Estrella";"EL VERDENAL";"Calle ISIDRO ARIAS 51";"24319";"León";"Noceda del Bierzo";"NOCEDA";"NOCEDA";"987517320";"";"";"";"";"";"";"";"20";"-6,3987866";"42,709485";"Si";
"42/000227";"Casa Rural de Alojamiento Compartido";"4ª - 4 Estrellas";"VALMAYOR";"Calle MOCHOS 11";"42113";"Soria";"Trévago";"TREVAGO";"TREVAGO";"606829273";"606829273";"";"valmayor@casaruralvalmayor.com";"www.casaruralvamayor.com";"";"";"";"10";"-2,1024696";"41,8733468";"Si";
"05/000713";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"EL LEÑADOR I";"Calle CIRCO DE GREDOS S/N";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"HOYOS DEL ESPINO";"671604251";"";"";"casaruralengredos@hotmail.com";"www.casaruralengredos.com";"";"";"";"5";"-5,1766628";"40,3569212";"";
"05/000714";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"EL LEÑADOR II";"Calle CIRCO DE GREDOS S/N";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"HOYOS DEL ESPINO";"671604251";"";"";"casaruralengredos@hotmail.com";"www.casaruralengredos.com";"";"";"";"6";"-5,1766628";"40,3569212";"";
"05/000715";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"EL CAPRICHO DE ANA";"Calle LA IGLESIA 20";"05619";"Ávila";"Neila de San Miguel";"NEILA DE SAN MIGUEL";"NEILA DE SAN MIGUEL";"670215559";"923430034";"";"elcaprichodeana@telefonica.net";"www.elcaprichodeana.es";"";"";"";"10";"-5,6513219";"40,4235301";"Si";
"34/000238";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"EL PORTAL DEL CERRATO";"Plaza  PALENZUELA 3";"34200";"Palencia";"Venta de Baños";"BAÑOS DE CERRATO";"BAÑOS DE CERRATO";"979729126";"609461554";"979741410";"elportaldelcerrato@hotmail.com";"www.elportaldelcerrato.com";"";"";"";"12";"-4,4759159";"41,921226";"Si";
"05/000716";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LA FANEGA II";"Calle PICO ALMANZOR 69";"05163";"Ávila";"Peñalba de Ávila";"PINAR DE NAVARES";"PINAR DE NAVARES";"608896566";"920201435";"";"info@avila-rural.com";"www.avila-rural.com";"";"";"";"10";"-4,6787238";"40,8207263";"";
"37/000460";"Hotel Rural";"3ª - 3 Estrellas";"CANDELA Y PLATA";"Calle HOSPITAL, 12-16";"37720";"Salamanca";"Puerto de Béjar";"PUERTO DE BEJAR";"PUERTO DE BEJAR";"923414287";"658494540";"";"info@candelayplata.com";"www.candelayplata.com";"";"";"";"21";"-5,8366196";"40,3499221";"Si";
"05/000717";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASA DE LAS ESCUELAS I";"Calle LAS ESCUELAS 7";"05250";"Ávila";"Hoyo de Pinares (El)";"HOYO DE PINARES (EL)";"HOYO DE PINARES (EL)";"920206204";"685886664";"";"";"www.casasgredos.com";"";"";"";"4";"-4,4262667";"40,5008636";"";
"05/000718";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASA DE LAS ESCUELAS II";"Calle LAS ESCUELAS 8";"05250";"Ávila";"Hoyo de Pinares (El)";"HOYO DE PINARES (EL)";"HOYO DE PINARES (EL)";"920206204";"685886664";"";"";"www.casasgredos.com";"";"";"";"4";"-4,426113";"40,5008516";"";
"37/000461";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"IVANREY II";"Calle LOS TILOS, 8";"37500";"Salamanca";"Ciudad Rodrigo";"IVANREY";"IVANREY";"678732532";"";"";"";"";"";"";"";"6";"-6,560914";"40,6078153";"";
"09/000336";"Casa Rural";"3ª - 3 Estrellas";"EL RINCÓN DE ATAPUERCA";"Calle La Iglesia 31";"09199";"Burgos";"Atapuerca";"ATAPUERCA";"ATAPUERCA";"658688654";"";"";"elrincondeatapuerca@gmail.com";"";"";"";"";"10";"-3,5077";"42,3764472";"Si";
"09/000337";"Casa Rural";"3ª - 3 Estrellas";"CASA ADOLFO";"Calle HOYA 1";"09390";"Burgos";"Santa Inés";"SANTA INES";"SANTA INES";"667479983";"";"";"info@casaadolfo.es";"www.casaadolfo.es";"";"";"";"8";"-3,7029624";"42,0395973";"Si";
"05/000719";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA PLAZA";"Calle SANTA TERESA 2";"05560";"Ávila";"Villatoro";"VILLATORO";"VILLATORO";"615134163";"920 21 43 63";"";"augusto83001@hotmail.es";"";"";"";"";"8";"-5,1132298";"40,5556554";"";
"09/000338";"Casa Rural";"3ª - 3 Estrellas";"5 CELEMINES NORTE";"Calle Las Heras s/n";"09610";"Burgos";"Ciruelos de Cervera";"BRIONGOS DE CERVERA";"BRIONGOS DE CERVERA";"639330761";"913667667";"";"info@casasruralescincocelemines.com";"www.casasruralescincocelemines.com";"";"";"";"4";"-3,503317";"41,916223";"";
